08c9890f-7081-42f6-89eb-35c83911b443,Multiple Choice
24ef9c0c-d211-40e6-97c2-efa1e9b689dc,Torrential Gearhulk
b045c28a-39f9-4cd9-8f3a-a626b697f409,Cathartic Pyre
cd8f78c8-9cb6-464a-ba0e-6a3fa31cfe1d,Earthshaker Khenra
a07285b4-77c5-4a38-8810-20d7e49593ec,Anax* Hardened in the Forge
f00fa3a7-e3e2-4b23-a126-a076e75b5dbd,Crackling Drake
97543d69-547e-41f8-9a4f-908e5eb0ee4a,Ethereal Forager
09fd2d9c-1793-4beb-a3fb-7a869f660cd4,Bonecrusher Giant // Stomp
85822129-ee39-4239-ba88-807435170f94,Hanweir Garrison
1652bb3c-c365-4046-b07e-3d861fa324c6,Temple of Epiphany
ba26dbbc-d4a2-44a1-8e6b-affe61f43a34,Silumgar's Command
6c02cc57-f589-4c5d-b306-cceb0ab3ce8b,Throes of Chaos
8b386d39-ba41-42f8-ba05-f9ed602ee23f,Emeria Angel
9473fe01-83f6-4432-ab01-f7953d2ca904,Reflector Mage
3569f5bd-4afc-455d-90e6-bfa08d505efe,Loxodon Warhammer
79b0e035-8716-469d-99ae-a530cd96ef09,Revel in Riches
6c4825e3-c549-4bcb-84b5-2d0782c5c4e5,Platoon Dispenser
bbac6d75-59ab-4d7d-87ae-46875abf8cc7,Zurgo Bellstriker
d3c81fda-c23d-437c-85f0-62d7b492ea32,Dungeon Geists
0540ee72-6370-4f70-9526-6f441b3cac1e,Stormwing Entity
ff971ba7-68b8-482a-9cb1-741f6893550c,Jadar* Ghoulcaller of Nephalia
88bb420a-8bf1-4504-b1b5-2d929be978be,Golden Demise
c97929f8-ae80-4b4a-9d9b-2f3c7605edc8,Temple of Malady
d1205482-2f9d-463e-893f-18998aaf09c6,Ojutai Exemplars
55987bab-c24f-4261-b97e-f0ad4474b0a0,Wilt
f836b155-8829-460b-91f8-4cd00b988196,Wall of Blossoms
467ffc93-b107-457c-af04-a1b682a4b886,Battlefield Thaumaturge
75665c2f-a100-4e3f-be8e-b5cc3c9a090b,Monastery Mentor
18092f68-b96e-4084-9eba-b240d2195d81,Adeline* Resplendent Cathar
a5c1bf52-2737-423a-b340-07448afcaea6,Hordeling Outburst
6bf084fe-7762-49c5-974a-cdecc10666b3,Cosmos Elixir
5fdf5fc4-69c8-4a59-9095-c2feefb64371,Ulvenwald Oddity // Ulvenwald Behemoth
5a53982e-3d66-4808-bcb5-46ff40567872,Morbid Opportunist
3457b558-b35b-49fd-b499-b1ec755f86ce,Woe Strider
499cc16c-9ead-45b9-b56c-7512cd54cf7c,Ant Queen
f6cc0f1f-191a-4141-965f-8d159bf54732,Hyena Umbra
74bbe44f-864a-446c-bfc9-5f5188e663b8,Voracious Hydra
2895a5be-98b2-4680-8238-6f649153227f,Spell Queller
f03109b9-54a8-4d68-97c2-e42c7d5c2d41,Cavalier of Night
8b10219a-aa72-4431-9a6a-984109a605c8,Shredded Sails
670f24e1-dec9-42e6-b762-c447366ed16c,Singing Bell Strike
d8f69cea-823c-482b-a605-8138b3d950e6,Welcoming Vampire
ff0063da-ab6b-499d-8e87-8b34d46f0372,Nissa* Vastwood Seer // Nissa* Sage Animist
e73d8a84-2c0d-423c-89c7-71de0af9e1ac,Murderous Rider // Swift End
e900c1eb-968b-4046-b824-c167a7a5b682,Sedgemoor Witch
41b282de-e204-47be-99ea-2596c12bd81c,Angel of Sanctions
755c5d2e-6f82-49e2-981c-d21567e2dbe6,Carrier Thrall
a4566f2e-ef46-40d1-9f5e-d7fad6590053,Collective Brutality
dc913ed6-3032-4b45-a6c1-6a4208a7e00a,Transmogrant's Crown
48da33b1-d59c-43f1-8e55-480096b674e5,Cemetery Desecrator
2b39497c-79fc-437b-9d63-86d906c0455a,Duplicant
162e81d3-6cd4-4cb8-8ed8-cfbd8d34ca71,Mind Stone
e4581455-5fa1-4c96-96b3-e9e9654f5a28,Urza* Academy Headmaster
dc7633c9-0754-45db-a9a4-e9c30253d864,Scrapheap Scrounger
7c0b6126-c134-4d7d-aa06-ac0f409a9f74,Three Visits
8eafb2bb-58bf-4c6b-ae8f-91bcea12c7d2,Insidious Will
330cc452-4382-401d-9432-ac27ae6e27ad,Order of Midnight // Alter Fate
d0bc9fc4-b343-431d-a756-0caa2c56c01a,Angel of Invention
9e5ec47c-47a2-4eda-b81a-4a07f04e5989,Whip of Erebos
ff751882-a362-45fc-b69d-4cb27949536b,Grapple with the Past
d6e23afa-7e08-4049-baf0-d4d0134ba2c8,Llanowar Visionary
a924fe1e-a85e-4e14-88d2-ac55130638ab,Treasure Map // Treasure Cove
4b63c228-3265-4029-9bc0-36b3e31dfb53,Kiora* Master of the Depths
61f0c6f6-b90d-4eb1-a5db-86e0a3997501,Night's Whisper
3c17e350-44f7-4413-ad24-7c5d6616effd,Seeker of the Way
5aec2b2c-0764-4869-814d-aad921122af9,Impulse
35ba6c05-a4c2-422b-a4cb-852b3aef77a5,Epic Confrontation
1455f59e-f487-4195-ab25-8fc7695903e4,Exclude
2b272d40-791f-4c2b-8e0c-785f6f8a42e7,Imprisoned in the Moon
1ea179e9-9c0d-46c1-9ee8-60be68e1f79c,Thirst for Discovery
02902fcc-eefc-4e81-aafd-59fa203a71d7,Eternal Witness
b7ad4441-e300-4267-bedb-4ae6a64f59cd,Essence Scatter
94ebd5bd-99b3-4371-9ca2-e0504db1458e,Hallowed Spiritkeeper
487116ab-b885-406b-aa54-56cb67eb3ca5,Scavenging Ooze
9b53ce1b-9353-42ad-89a0-36e907ba576a,Languish
c1af9881-e35b-4be2-8716-ea7c6664e22c,Domri* Anarch of Bolas
d961c441-b76b-4bd8-b510-a3e073207a1b,Mistral Singer
0f7f1148-7b1b-4969-a2f8-428de1e2e8ff,Midnight Clock
20296a5b-4e15-4f07-8bce-9a37abb35729,Serum Visions
5b6f03c1-9e9d-4a0c-af3b-9753b440cd9f,Titan of Industry
b2dadff2-883f-4134-a881-be145cdcbd84,Murderous Cut
b685b930-3201-4eb1-ac29-9c926651d118,Champion of Wits
1cde776b-da69-44e8-8c09-d6f118835ec2,Ulvenwald Captive // Ulvenwald Abomination
1a457d88-268c-4be0-bfd7-e57dd1ac364c,Land Aid '04
2dee6dca-9c7e-4347-bea7-7fecc69e5827,Slip Through Space
a82fdb2f-b199-44ff-9615-90fc074cb8b0,Viashino Pyromancer
84062ce2-fea2-4e06-b83b-7cc597fb2a1b,Rhythm of the Wild
9b6a6d00-3e00-4827-8420-13343ac3d0fd,Tenacious Underdog
e244c198-efdc-492a-9c52-76aac006de9d,Firemane Avenger
f22c07e2-91d2-4edb-bd2b-cca6d4cefcc9,Timeless Witness
3f5c2288-28b3-49e5-92c2-ffe740c4331b,Cloudblazer
c52066b3-84dc-4198-8090-3336e7df8b5d,Ral* Izzet Viceroy
eb52820c-8660-4c4a-bb64-5b2fc580b6a3,Underground River
42f59f2f-f14e-470f-93e3-b490baebab9f,Ridgescale Tusker
21c33902-a06a-4321-bdf4-cea5494fda63,Honored Hydra
6ebc94e5-a595-43ab-929b-426009190669,Possessed Skaab
179236d9-6fe2-4db6-bdfb-f851e8d531a2,Mana Leak
b81c6c8b-a9cf-4866-89ba-7f8ad077b836,Monastery Swiftspear
98cbc1c2-b76e-4da3-aa43-00e10b2ce532,Cathar Commando
5d9a812f-2835-402d-ab39-b4416b5cc0a5,Nevinyrral's Disk
5d33a5b7-797b-4079-8d62-edd124c0fb5a,Rabbit Battery
0a19670c-5afa-4e22-b3ff-258faca19556,Spellheart Chimera
